1.0	3.0	3.0	0	1.0	1.0	2.0	0.035	1.01	0	2.0	2.0	2.0	0	2.0	1.0	2.0	1.0	0	0	0	2.0	2.0	3.0	1.0	2.0	0.04595868240670221	0.1349009900990099	0.011363636363636364	0	0	0	1.0	0	0	2.0	2.0	4.0	0	1.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0	3.0	3.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	0	1.0	1.0	0	3.0	1.0	3.0	1.0	0	0	1.0	2.0	3.0	0	0	1.0	1.0	2.0	2.0	0	3.0	2.0	2.0	2.0	1.0	3.0	4.0	4.0	3.0	1.0	2.25	2.0	2.00990099009901	3.0	2.0	2.0	5.0	1.0833333333333333	0	2.0	3.0	2.0	0	2.0	1.0	0	0	0	0	0	2.0	3.0	2.0	2.0	1.0	2.0	0	0	3.0	2.0	6.5	1.0	2.0	2.0	2.0	2.0	1.0	0	3.0	0	0	0.5	0	1.0	1.0666666666666667	0	1.0	0	2.0	2.0	3.0	1.0	1.0	1.0	0	1.821738768063672	0.19227588243542798	0.25223827142354993	0	0	0	0.2857142857142857	1.0	0	0	0	1.0	0.125	1.25	0	0.3333333333333333	0	0.1111111111111111	0	0	2.0	0	1.0	1.0	0	0	0.4444444444444444	0	0.034482758620689655	1.0	0.08966861598440545	1.0	0	1.0	0	0.018867924528301886	0.11512361762492039	0.02909309791332263	0.2909474512366565	1.25	1.0	0.8333333333333333	2.8000000000000007	0	0	0	0	1.0	0.3333333333333333	0	4.0	0	1.0	1.0	0	0	0	0	0.5	1.0	0.75	1.0	1.0	0	0	0	1.3666666666666665	0.6666666666666666	1.0	0	0	1.0	0	0.5	1.25	0	0.34285714285714286	0	0	1.0	1.25	0	0	0	0.2	0	0	0	0	1.0	2.2	1.3333333333333333	2.0	1.3333333333333333	0	0	0.6000000000000001	1.0
1.0	0	1.0	1.0	0	1.0	2.0	1.0	1.0	2.0	2.0	0	0	0	0	3.0	2.0	5.0	2.0	1.0	1.0	1.0	1.0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	0	1.0	1.0	1.25	0	0.049603960396039606	2.0873566940027337	0.5	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	1.0	2.0	0	1.0	2.0	0	0	0	0	0	2.0	0	0	2.076923076923077	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0.011235955056179775	1.0	1.0	0	1.0	0	1.0	2.0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	1.0	2.0	2.0	0	2.0	1.0	0	1.0	1.0	2.0	2.0	1.0	0	0	4.0	0.027500922849760058	0.010101010101010102	2.0	1.0381640375448424	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	2.0	0	0	0.04416459883070374	0.018867924528301886	0	0.12323632363236323	0	2.0	0	1.0	1.0	0	0	1.0	3.0	1.0	2.0	1.0	0	2.0	0	1.0	0	1.0	1.01990099009901	1.00990099009901	2.0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	2.0	2.0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	1.0	0	1.0	3.0	1.0	0	2.0	0	1.0	1.0	1.0	1.0	0	0	0	2.0	0	0	2.0	0	0	2.0	0	0	0	2.0
0	3.0	1.0126582278481013	2.0	2.0	0	0	1.0	1.0	3.0	0	1.0	1.01	2.0	0	1.0	0	0	2.0	4.0	1.0	0	0	1.0	0	0	2.0	1.0	1.0	1.0	1.0	0	2.0	4.0	5.0	2.0	2.0	4.0	1.0	5.0	1.0	1.0	4.0	1.0	0	2.0	0	0	3.0	1.0	4.0	1.0	1.0	1.0	0	2.0	0	1.0	1.0	0	0	2.0	0	2.0	1.0	0	1.0	0	2.0	1.0	3.0	2.0	0	2.0	1.0	3.0	0	0	0	0	2.0	0	2.0	1.0	1.0	1.0	0	0	0	0.05	0	1.0	1.0	0	1.0	2.0	1.0	0	2.0	1.0	0	1.0	0	0	0	1.0	1.0	0	1.0	1.0	1.0	0	0	0	0	1.0	2.0	1.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0.009900990099009901	0.06718233949382589	1.0	1.0	1.0	0	0	2.0	3.0	1.0	0	0	0	2.0	1.0	0	2.0	2.0	0	2.0	1.0138888888888888	0	0	6.0	0	1.0	0	0.052959874934861914	1.0205263157894737	0.18306010928961747	1.0	1.0	0	1.0	2.0	0	3.0	1.0	3.0	2.0	2.0	0	0	1.0	0	0	2.0	2.0	3.0	2.0	2.0	0	0	5.0	1.0	0	1.0	2.0	0	1.0	2.0	0.05866355866355867	0.009900990099009901	2.0	1.0	0	2.0	1.0	2.0	0	0	0	0	0	3.0	1.0	3.0	0	2.0	0	3.0	0	2.0	0	0	0	1.0	2.0	0	0	0	1.0	0	0	0	1.0	0	2.0	3.0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0
0	0	0	0	1.0	1.0	0	0.019801980198019802	1.0889823333586532	0.12293729372937291	0	3.0	1.0	0	2.0	1.0	0	0	0	0	0	0	0	0	0.020002000200020003	0.020410288451525566	0.2037355338661879	1.0	0	0	0	0	1.0	0	0	0	1.0	1.0	1.0	0	0	0	3.0	0	0	0	1.0	0	0	0	0	1.0	0	3.0	0	0	2.0	0	2.0	0	0	0	0	1.0	0	0	2.0	1.0397029702970297	2.021178843567907	0	1.0	0	2.0	0	1.0	0	1.0	0	1.0	3.0	0.02702702702702703	1.0	1.0263157894736843	1.00990099009901	0	1.0	2.0	0	0	1.0	1.0	1.0	1.0	1.0	0	0	0	1.0	0	0.04264507422402159	0.07155801265610433	1.0	0	1.0	0	1.0	1.0	1.0	2.0	0	0	0	2.0	2.0	0	0	1.0	0	2.0	1.0	0	1.0	3.0	1.0	0	1.0	2.0	0	0	0	0	1.0	0	4.0	1.0	5.0	1.0	1.0	0	0	0	0	0.0196078431372549	1.0	0.04535232383808096	2.0	0	0	1.0	0	0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	0.009900990099009901	1.127063985710905	0.04113894535520968	1.0198019801980198	2.0	1.0	1.0	5.0	0	0	2.0	0	3.0	2.0	0.02020408163265306	1.047037037037037	1.0	2.01	0.01	0	2.01	1.0	0	1.0	0	3.0	2.0	2.0	5.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0	0	0	0	0	1.0	0	2.0	1.0	0	0	1.0	1.0	0	1.0	0	0	0	0.009900990099009901	0	0	0	2.0	0.024390243902439025	0	0	0	1.0	0	2.0	0.009900990099009901	0	0	1.0	1.0	3.0	1.0	0	0	0	2.0	0	3.0	2.0	0
1.0	0	0	0	0	1.0	1.0	0	0	1.0	2.0	1.0	0	0	1.0	0	0	0	2.0	1.0	0	0	0	0	0	3.0	1.0	1.0	0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	1.0	2.0	0	0	0	1.0	1.0	1.0	0	0	1.0	2.0	3.0	1.01	0.02702702702702703	0	1.0	0	0	3.0	1.0	1.0	1.0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	0	0	2.0	0.23261631162246274	0	0	0.21222427786453352	0	0	0.020627325890483786	0	0.024758454106280192	1.0	2.0	1.0	0	1.0	0	0	3.0	0	0	1.0	0	0	0	2.0	2.0	2.0	3.0	2.0	0	0	0	1.0	2.0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	2.0	0	0	0	1.0	0	1.0	2.0	1.0	2.0	1.0	2.0	0	0.125	0.375	0.5	0	0	0	2.0	0	1.0	0	1.0	0	0	0	0	0	1.0	2.0	1.0	0	1.0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	1.01	2.0248263632333385	0	1.0	1.0	0	0	1.0	1.0	0	1.0	0	1.0	2.0	0	0.32554925964438153	0.022727272727272728	1.0	0	1.0	2.0	1.0	0	1.0	0	0	0	0.1207110711071107	1.0	0.02020408163265306	0	0	0	0	1.0	0	0	0	0	2.0	3.0	1.0	0	0	0	0	2.0	0	0	0	1.0	1.0	1.0	2.0	2.0	4.0
0	0	0	0	2.0	0.115580147007675	1.0	2.0	0.02098901098901099	0.0536426116838488	0	3.0	1.0	0	1.0	0	0	2.0	2.0	1.0	0	2.0	2.0	0	1.0333333333333334	2.0123456790123457	0.009900990099009901	2.0	1.0	2.0	5.0	4.0	0	0.009900990099009901	1.0	1.0	1.0	1.0	0	0	2.0	1.0	0	0	0	2.0	0	0	3.0	3.0	0.5120240079481431	1.0	0	1.0	0	2.0	1.0	0	2.0	1.0	1.0	2.0	1.0	0	0	1.01	0.019801980198019802	1.1147925561786949	0.015384615384615385	0	0	1.0	2.025052505250525	0	1.0	0	0	0	0	0	0	1.0	0.009900990099009901	0.0199009900990099	0	0	0	0	0	1.0448754982292843	1.040105071731663	0.009900990099009901	0	0	0	0	1.0	6.0	0	0	5.0	1.0	1.0	0	0	0	2.0	0	0	4.5	1.0	0	2.0	0	2.0	0	1.0	0	0	1.0	0	1.0	1.0	3.0	0.5099009900990099	0.009900990099009901	0	0	0	0	0	1.0	0	0	3.0	1.0	0	0	0	1.0	0	1.0227272727272727	1.0298019801980198	0.01	3.0	0	1.0	0	2.0	0	0	0	2.0	1.00990099009901	0.3282171686626453	0.3972193048262066	0	0	0.5172413793103449	0.10371806411410373	0.039603960396039604	1.0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	2.0	3.0	1.0409389253532095	0.020202020202020204	1.0210900210900211	3.0	2.0	0	0.23093447905477982	0.05856876896480857	4.091945362405468	1.0	1.0	1.0	1.0	3.0	0	2.010416666666667	0.11091109110911092	2.0	1.0120481927710843	1.0488750074207953	1.0524302430243024	6.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	0	3.0	1.0	2.0	0	0	2.0	0	1.0	1.5304402780703603	0.13673609553495783	1.01	1.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	0	0	1.0	1.0	2.0	3.0	1.0	2.020653678271053	2.0	3.00990099009901	2.0694158851659474	1.01	2.090909090909091
2.0	0	1.0	2.0	0	1.0	1.0	0	3.0	0	1.0	0	0	2.0	0	0	0	0	0.019801980198019802	0.07509443833369525	0.10434543454345434	0.05350391981694663	0.02631578947368421	0	0	0	0	3.0	2.0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0.25	0	0	2.0	0	1.0	1.0	0	0.06050732049162566	1.0	0.33820081741826935	0.22701210417103335	0.3469714567275543	1.05823948192012	0.5199631842860386	0.25661311188249714	0.7469179466399899	0.08877931010636217	0.19494648110337176	0.8531353135313531	0.05191830473369918	0	0	2.0	0	0	0	0	0	4.0	1.0	1.0	1.0	0	0	1.0	0	2.0	0	1.0	0	0	0	0	1.0	0	1.0	1.0	0	0	2.0	2.0	2.0	5.0	0	1.0	0	1.0	0	1.0	2.0	1.0	1.0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	1.0	0	2.0	1.0	1.0	1.0	0	1.0	0	2.0	2.0	0	1.0	0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	2.0	0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	0	1.0	2.00990099009901	1.0	1.0	3.0	2.0	0	0	0	1.0	1.0	2.0	2.0	0	1.0	2.0	1.0	2.0	0	0	0	0	0	0	0	1.0	0	0	1.0	2.0	2.0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	1.0	1.0	0	0	0	0	0	1.0	0	0.010101010101010102	0	2.0	1.0	0	0	0	2.0	0	0
0	0	1.0	0	4.0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.053703703703704	2.0	0.125	3.0199009900990097	0	1.0151515151515151	1.0	0	1.0557162859143059	1.0	0.016666666666666666	0	0	0.01098901098901099	0	0.121012101210121	0	2.0	0.01639344262295082	2.019230769230769	1.0	0.010309278350515464	1.0344827586206897	0	1.0	2.0	0	0	0	0	2.0	1.0	0	1.0	1.0	0	0	0	1.0	4.0	0	2.0	2.0	6.0	3.0	2.0	0	0	1.0	3.0	2.0	0	0	0	0	3.0	1.0	0	2.0	0	1.0	0	2.0	2.0	0	1.0	1.0	2.0	0	0	0	1.0	0	1.0	0	1.0	0	0	0	1.0	0	0.13210211704400251	0	0	0	0	0	0	0	1.0	1.0	0	0	0.29117999542396134	0.024492753623188406	0.01098901098901099	1.30094524113524	0	0	0	0	0	3.0	1.0	0	1.0	0	0	2.0	4.0	0	0	1.0	0	0	1.3176120390341899	0.25009494665568244	0.6518253620619403	1.0796027483088326	1.50990099009901	0.2134445918818686	0.09320104697226939	0	0	0	0	0	0	0	0	1.0	6.0	1.0	2.0	0	0	1.0	2.0	0	1.0	0	4.0	2.0	0	0	1.0	0	0	0	3.01	0.07656765676567656	0	0	2.0	0	0	1.0	0	0	0	2.0	2.0	1.0	0	0	1.0	0	0	0	1.0	0	1.0	0	1.0	4.0	0	0	0	0	0	0	0	0	1.0	2.0	2.0	2.0	0	0	2.0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0
3.0	0	1.0	1.0	0	1.0	1.0	2.0	1.0	2.0	3.0	2.0	4.0	2.0	0.01	1.01	0	6.0	3.0	4.0	1.0	3.0	6.0	2.0	4.0	8.0	2.0	1.0	3.0	1.0	6.0	2.0	0	2.5	6.0	1.0	0	2.0	2.0	3.0	2.0	1.0	2.0	1.0	0	4.0	1.0	3.01980198019802	0	2.0	0	1.0	1.0	2.0	2.0	1.0	4.0	5.0	3.0	1.01990099009901	2.0	0	1.0126582278481013	3.0	3.0	5.0	1.0	4.0	4.0	5.0	4.0	1.0	4.0	1.0	0	0	2.0	2.0	1.0	0	1.0	0	0	1.0	1.0677644786853902	0	0.020002000200020003	1.0198019801980198	2.0	0	1.0	0	1.0	1.0	1.0	2.1340454122046095	2.0	0	0	0	0	1.0	1.00990099009901	0.0572473054865624	0.1009090909090909	0.07646125013869627	0	0	2.0	0	0	0	0	4.0	2.0	1.0	2.0	1.0	3.0	0	3.0	1.0	0	2.0	1.0	0	1.0	0	1.0779355920101228	0.11232201791607731	0.07412790697674418	0	3.0	3.0	1.0	0.0629304059438202	2.0	0.08453484164205893	1.0	1.0	1.0	2.0	1.0269491525423728	0.050913091309130916	1.0	1.0	1.0	2.153234323432343	1.0501302761855134	0.01098901098901099	1.0	0	1.0	1.010204081632653	1.0	1.0	1.0	2.0	0	0	2.0	4.0	1.0	0	0	0	0	0	0	0	0	1.0	0.016666666666666666	0.01639344262295082	1.0	0	3.0	2.016949152542373	1.0	0	0	0	2.0	1.0	2.0	0	0	0	2.0	1.0	1.0	0	4.0	2.0	1.0	0	1.0	0	0	0	1.0	1.0	1.0	1.0	0	0	1.0	0	5.0	2.0	1.0	0.06761673103455938	0	0	0.009900990099009901	4.0	1.0	2.0	0	1.0	1.0	2.0	4.0	4.0	2.0	0	1.0	0	1.0	2.0	3.0	2.0	1.0	2.0	0	1.0	1.0	2.0	1.0	0
1.0	0	0	0	0	1.3333333333333333	1.0	0	1.0	1.0	0	0	0	2.0	1.0	3.0	2.0	0	0	1.0	1.0	0	2.0	0	3.0	0	0	1.0	0	0	1.0	1.0	2.0	2.0	1.0	3.0	3.0	1.0	0	5.0	1.0	0	0	0	1.0	1.0	0	2.0	1.0	1.0	3.0	0	0	0	2.0	0	0	0	4.0	1.0	0	0	1.0	0	1.0	2.0	1.0	1.0	3.0	0	1.0	1.0	0	0	0	1.0	0	3.0	0	0	1.0	1.0	1.0	1.0	0	1.0	0	0	5.0	0	0	1.0	0	0	0	2.0	0	1.0	0	0	0	0	1.0	2.0	2.0	0	1.0	1.0	2.0	1.0	0	0	0	0	2.0	0	0	1.0	0.2430554623995229	0.6353491718941462	0.3684518832959441	0.11312488391696311	0.009900990099009901	1.0	0	0	0	0	1.0	1.0	0	0.08996206293930034	0.03408769448373409	0.021111111111111112	0	1.01	2.0	0	0	0	0	0.030105071731662963	0.010416666666666666	2.0277777777777777	1.0	2.0	2.0	1.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	1.0	1.0	2.0	0	1.0	1.0	1.0	0	0	2.0	2.0	1.0	1.0	1.0	0	0	2.0	0	0	4.015151515151516	1.01	1.0303112785505355	0.010101010101010102	1.0	0	2.0	0	0	0	0	0	0	3.0	2.0	0	0	1.0	1.0	0	2.0	1.0	1.0	0	0	2.0	1.0	0	2.0	1.0	0	0	0	4.0	0	1.0	1.0	2.0	0	0.03662790697674419	0.06573979591836734	1.020204081632653	2.0	1.0	0	0	1.0	1.0	3.0	1.0	0	2.0	2.0	0	2.0	3.0	3.0	0	3.0	3.0	1.0	2.0
